,State,mean_pct_read_seng15,Sanitation,Electricity,avg_unemploy_state,avg_houshold_size,year,month,day,is_holiday,is_weekday
5780,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2021,04,18,0,0
1956,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2014,07,26,0,0
1372,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,05,23,0,1
4020,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2018,02,12,0,1
921,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2012,07,07,0,0
546,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2011,11,11,0,1
1449,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,09,25,0,1
2804,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2015,10,09,0,1
2610,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,06,10,0,1
1900,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,07,01,0,1
2757,Ebonyi,67.2,87.78492808,70.04756331,11.41428571,5.1,2015,09,08,0,1
2028,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2014,09,03,0,1
2301,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2015,01,15,0,1
1885,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,06,24,0,1
1642,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,03,07,0,1
972,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2012,08,07,0,1
5762,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,04,11,0,0
2097,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2014,10,07,0,1
5206,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,03,15,0,0
4574,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2019,01,05,0,0
5385,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,08,05,0,1
5956,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2021,06,12,1,0
836,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,05,03,0,1
601,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,01,09,0,1
2184,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2014,11,14,0,1
4767,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,04,29,0,1
5109,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2020,01,18,0,0
5841,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2021,05,02,0,0
1582,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,02,10,0,1
5099,Niger,35.0,66.98066592,45.84849179,7.871428571,5.4,2020,01,16,0,1
5801,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2021,04,26,0,1
3856,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,11,15,0,1
1070,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2012,10,17,0,1
1775,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2014,05,14,0,1
5761,Ebonyi,67.2,87.78492808,70.04756331,11.41428571,5.1,2021,04,12,0,1
1283,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,03,10,0,0
4985,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,09,27,0,1
4379,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,09,06,0,1
5697,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2021,03,20,0,0
1836,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,06,03,0,1
5071,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,12,29,0,0
1019,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2012,09,05,0,1
970,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,08,06,0,1
1326,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,04,08,0,1
3721,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,08,12,0,0
475,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,06,27,0,1
2810,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,10,15,0,1
4604,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2019,02,04,0,1
1651,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2014,03,11,0,1
5567,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,03,01,0,1
5119,Cross River,67.2,74.61053133,63.22547197,19.07142857,4.46,2020,01,25,0,0
2528,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2015,04,20,0,1
3689,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2017,07,23,0,0
3504,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,03,11,0,0
3655,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,06,27,1,1
1373,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,05,30,0,1
739,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,03,06,0,1
4607,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2019,02,04,0,1
3455,Unknown,41.37838292149941,60.14161724575931,43.095502428373365,14.878800760712894,5.26448478735922,2017,01,22,0,0
867,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2012,05,29,1,1
2974,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,03,12,0,0
1140,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,11,25,0,0
997,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,08,21,0,1
1337,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,04,19,0,1
541,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,11,04,0,1
1099,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,10,24,0,1
1132,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,11,13,0,1
5814,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2021,04,29,0,1
3841,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,11,07,0,1
2258,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,01,03,1,0
4841,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,06,17,0,1
2962,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,03,08,0,1
59,Osun,59.1,74.84921217,21.52050436,8.528571429,3.84,1997,12,02,0,1
3259,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2016,08,25,0,1
4081,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,03,15,0,1
1938,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2014,07,18,0,1
3648,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,06,25,1,0
5921,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2021,05,30,0,0
3393,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2016,11,27,0,0
2813,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2015,10,17,0,0
5189,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,03,01,0,0
3418,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2016,12,26,1,1
1078,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,10,20,0,0
4531,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2018,12,18,0,1
5502,Sokoto,15.0,59.36932564,61.00217104,10.21428571,5.36,2020,11,24,0,1
4271,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2018,06,12,0,1
5517,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2020,12,14,0,1
5097,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,01,15,0,1
2630,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,06,30,0,1
4800,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,05,19,0,0
5368,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,07,19,0,0
3406,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,12,12,1,1
940,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2012,07,22,0,0
1080,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,10,20,0,0
187,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2007,05,08,0,1
3720,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,08,12,0,0
4305,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2018,07,02,0,1
2085,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2014,09,29,0,1
2249,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2014,12,31,0,1
3686,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2017,07,22,0,0
5866,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2021,05,15,0,0
2023,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2014,09,02,0,1
3792,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,09,27,0,1
1492,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,11,11,0,1
4600,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,02,01,0,1
4038,Abia,76.6,60.14161724575931,43.095502428373365,15.05714286,3.9,2018,03,02,0,1
226,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2008,01,16,0,1
1013,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,09,05,0,1
2583,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,05,24,0,0
1929,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2014,07,15,0,1
4214,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2018,05,13,0,0
5380,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,07,30,0,1
1404,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2013,07,10,0,1
2179,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2014,11,09,0,0
697,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2012,02,17,0,1
1124,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2012,11,08,0,1
3282,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,09,25,0,0
3958,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2018,01,16,0,1
4329,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,07,19,0,1
1778,Akwa Ibom,75.5,60.14161724575931,43.095502428373365,19.28571429,4.66,2014,05,07,0,1
2634,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,07,01,0,1
3091,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2016,05,26,0,1
5532,Katsina,16.7,72.25455046,68.10233593,19.45714286,5.92,2020,12,21,0,1
1037,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,09,06,0,1
5547,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,12,29,0,1
2256,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,01,03,1,0
3771,Abia,76.6,60.14161724575931,43.095502428373365,15.05714286,3.9,2017,09,10,0,0
5927,Ebonyi,67.2,87.78492808,70.04756331,11.41428571,5.1,2021,05,31,0,1
313,Oyo,57.9,77.89170742,31.05866313,10.3,4.18,2009,06,07,0,0
2649,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,07,05,0,0
2281,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,01,07,0,1
3691,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,07,24,0,1
4515,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,12,08,0,0
2547,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2015,04,27,0,1
1416,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,08,04,0,0
1036,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,09,06,0,1
2159,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2014,11,02,0,0
2984,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,03,13,0,0
3137,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,2016,06,20,0,1
4979,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2019,09,23,0,1
1754,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,05,05,0,1
5552,Oyo,57.9,77.89170742,31.05866313,10.3,4.18,2021,01,26,0,1
3978,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2018,01,21,0,0
3815,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,10,20,0,1
3625,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2017,06,09,0,1
2520,Gombe,29.2,56.97092414,56.9547236,19.62857143,5.98,2015,04,11,0,0
873,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,06,05,0,1
5030,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2019,11,16,0,0
5865,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2021,05,13,1,1
1506,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2013,11,24,0,0
3889,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2017,12,04,0,1
1923,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,07,08,0,1
448,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,04,15,0,1
3458,Kogi,56.6,78.46921682,51.85519457,13.21428571,4.0,2017,01,23,0,1
3573,Ogun,61.4,68.77717972,21.51919305,7.485714286,3.3,2017,05,04,0,1
5958,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2021,06,13,0,0
3630,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,06,11,0,0
3257,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,08,21,0,0
361,Abia,76.6,60.14161724575931,43.095502428373365,15.05714286,3.9,2010,08,02,0,1
2183,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,11,13,0,1
1134,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,11,17,0,0
4828,Niger,35.0,66.98066592,45.84849179,7.871428571,5.4,2019,06,07,0,1
3199,Abuja,66.4,60.14161724575931,43.095502428373365,16.94285714,4.78,2016,07,10,0,0
4778,Osun,59.1,74.84921217,21.52050436,8.528571429,3.84,2019,05,05,0,0
3438,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,01,08,0,0
2155,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2014,11,02,0,0
1830,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,06,01,0,0
1053,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2012,09,30,0,0
2460,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,03,21,0,0
22,Cross River,67.2,74.61053133,63.22547197,19.07142857,4.46,1994,05,12,0,1
2066,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,09,19,0,1
1653,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2014,03,12,0,1
3659,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,06,29,0,1
5404,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,08,27,0,1
2743,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,08,25,0,1
3960,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,01,15,0,1
4870,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2019,07,13,0,0
2468,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,03,27,0,1
2325,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,01,25,0,0
460,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2011,05,29,1,0
1067,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,10,15,0,1
87,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2001,06,10,0,0
1430,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,08,25,0,0
3737,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,08,23,0,1
282,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2008,11,10,0,1
2483,Osun,59.1,74.84921217,21.52050436,8.528571429,3.84,2015,03,29,0,0
462,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,05,30,0,1
212,Ondo,67.3,78.02134752,40.72911739,10.8,3.7,2007,11,05,0,1
2588,Katsina,16.7,72.25455046,68.10233593,19.45714286,5.92,2015,05,29,1,1
3535,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,04,02,0,0
2907,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2016,01,24,0,0
2581,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,05,24,0,0
1368,Katsina,16.7,72.25455046,68.10233593,19.45714286,5.92,2013,05,16,0,1
234,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2008,05,04,0,0
5719,Ebonyi,67.2,87.78492808,70.04756331,11.41428571,5.1,2021,03,29,0,1
597,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2012,01,08,0,0
5397,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2020,08,18,0,1
2250,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,12,31,0,1
4867,Ondo,67.3,78.02134752,40.72911739,10.8,3.7,2019,07,12,0,1
2283,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2015,01,09,0,1
662,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,01,30,0,1
5952,Ogun,61.4,68.77717972,21.51919305,7.485714286,3.3,2021,06,10,0,1
2285,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,01,10,0,0
3431,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2017,01,04,0,1
5653,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2021,02,15,0,1
4319,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,07,09,0,1
3682,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,07,18,0,1
5471,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,2020,10,21,0,1
3468,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,01,31,0,1
3539,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2017,04,03,0,1
2990,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2016,03,13,0,0
5331,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2020,06,15,0,1
779,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,03,31,0,0
2544,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,04,26,0,0
4454,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,11,02,0,1
4483,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,11,18,0,0
4608,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2019,02,04,0,1
4323,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,07,09,0,1
5601,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2021,01,11,0,1
5890,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2021,05,23,0,0
685,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,02,11,0,0
4327,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,07,17,0,1
3528,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2017,03,29,0,1
3243,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,08,11,0,1
1748,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,05,03,0,0
3886,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2017,12,04,0,1
5212,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2020,03,22,0,0
2837,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,11,15,0,0
3032,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,04,15,0,1
2171,Gombe,29.2,56.97092414,56.9547236,19.62857143,5.98,2014,11,04,0,1
3765,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,09,08,0,1
1850,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,06,09,0,1
487,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2011,07,30,0,0
1688,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2014,03,30,0,0
2230,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2014,12,17,0,1
3473,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2017,02,05,0,0
4373,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2018,08,30,0,1
2320,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2015,01,24,0,0
782,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,03,30,0,1
521,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2011,10,19,0,1
522,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,10,22,0,0
4015,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2018,02,09,0,1
2939,Enugu,64.6,68.00408363,28.17356884,19.55714286,4.26,2016,02,11,0,1
4679,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,03,06,0,1
4824,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,06,01,0,0
2398,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,02,16,0,1
2207,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,11,30,0,0
4517,Zamfara,14.9,58.76550674,70.27255893,32.35714286,5.36,2018,12,11,0,1
780,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2012,03,31,0,0
4686,Katsina,16.7,72.25455046,68.10233593,19.45714286,5.92,2019,03,09,0,0
3994,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2018,01,29,0,1
1511,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2013,11,26,0,1
1882,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2014,06,23,0,1
651,Kano,27.8,45.01400292,52.19786167,17.02857143,6.36,2012,01,23,0,1
3945,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2018,01,06,0,0
1801,Yobe,19.2,76.13000274,65.68313241,17.48571429,5.72,2014,05,23,0,1
369,Abuja,66.4,60.14161724575931,43.095502428373365,16.94285714,4.78,2010,10,01,1,1
5806,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2021,04,27,0,1
5623,Taraba,39.3,68.22679639,79.30859923,16.8,5.28,2021,01,29,0,1
118,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2005,09,22,0,1
377,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2010,10,28,0,1
216,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2007,11,14,0,1
2216,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,12,03,0,1
4557,Ekiti,64.9,74.38258529,26.09131336,13.65714286,3.48,2018,12,28,0,1
1613,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2014,02,28,0,1
2883,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,12,27,0,0
4294,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2018,06,24,0,0
5379,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,07,30,0,1
962,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2012,08,02,0,1
5395,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,08,18,0,1
2510,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,04,07,0,1
5627,Ogun,61.4,68.77717972,21.51919305,7.485714286,3.3,2021,02,01,0,1
4562,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,12,30,0,0
3995,Nasarawa,49.4,60.14161724575931,43.095502428373365,9.428571429,5.28,2018,01,30,0,1
359,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2010,07,03,0,0
1246,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,02,12,0,1
3408,Kaduna,46.7,70.49760818,37.14220226,12.5,6.86,2016,12,14,0,1
4169,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,04,22,0,0
2415,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,02,24,0,1
5577,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,04,25,0,0
5061,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2019,12,24,0,1
2185,Bauchi,22.7,62.27546334,71.5275526,24.32857143,6.72,2014,11,16,0,0
5718,Ebonyi,67.2,87.78492808,70.04756331,11.41428571,5.1,2021,03,29,0,1
2567,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2015,05,15,0,1
3423,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2016,12,30,0,1
2037,Lagos,84.3,56.04365468,0.8463356644,15.21428571,4.08,2014,09,07,0,0
5094,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2020,01,09,0,1
772,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2012,03,23,0,1
1284,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2013,03,10,0,0
5510,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2020,12,01,0,1
3562,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,04,24,0,1
5677,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2021,03,03,0,1
2587,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2015,05,29,1,1
5479,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2020,10,28,0,1
1414,Edo,67.3,48.46425951,11.4923358,13.64285714,4.14,2013,07,31,0,1
1234,Gombe,29.2,56.97092414,56.9547236,19.62857143,5.98,2013,02,01,0,1
3816,Adamawa,40.5,60.14161724575931,43.095502428373365,20.71428571,5.44,2017,10,21,0,0
435,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2011,03,21,0,1
1674,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2014,03,25,0,1
3299,Imo,76.8,41.88608527,24.77383316,21.7,4.38,2016,10,10,0,1
365,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2010,09,05,0,0
3739,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2017,08,23,0,1
231,Delta,61.5,61.91661954,27.63651907,15.68571429,3.88,2008,04,08,0,1
5100,Niger,35.0,66.98066592,45.84849179,7.871428571,5.4,2020,01,16,0,1
147,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2006,11,06,0,1
5264,Benue,59.5,77.68107057,63.95312548,10.18571429,5.58,2020,05,11,0,1
3088,Rivers,84.0,61.35121584,17.24127233,25.34285714,4.62,2016,05,25,0,1
4168,Borno,23.6,47.87259102,34.11449492,13.48571429,5.3,2018,04,21,0,0
3554,Bayelsa,69.6,78.99032831,56.96880221,29.87142857,4.32,2017,04,16,0,0
407,Plateau,54.4,72.92360663,63.85478973,5.185714286,5.64,2011,01,10,0,1
